dobulkedit,doedit,doquickassign,doaction,incident_id,job_id,result_id,alert,host,Alerta,impact,urgency,search,event_search,earliest,latest,display_fields,alert_time,external_reference_id,duplicate_count,earliest_alert_time,first_seen,group,group_id,Empresa,Localidade,Endereco,Solucao,TipoServico,Ticket,Inicio,Fim,owner,status,status_description,Impacto
800be2d8-09a4-4fb2-8f54-ecf0c7424f50, , , ,800be2d8-09a4-4fb2-8f54-ecf0c7424f50,,,JOB - ABERTURA ALERTA NO ALERT MANAGER,tegma-mns-fw-1,tegma-mns-fw-1 - Link acusou mais de 70% de utilização de banda,performance,low,,,,,,1637094302,,,,2021-11-16 17:25:02,,unknown,TEGMA GESTAO LOGISTICA S A,MANAUS ,AM - Manaus,202165376,SDE,Não,2021-11-16 17:25:02,,unassigned,new,Novo,Performance
e9b5defb-01e5-4b45-a732-798b378eea2d, , , ,e9b5defb-01e5-4b45-a732-798b378eea2d,,,JOB - ABERTURA ALERTA NO ALERT MANAGER,pacaembu-iai-fw-019,pacaembu-iai-fw-019 - A Latência da interface UOL - lan3 excedeu o valor do 100,performance,low,,,,,,1637091600,,,,2021-11-16 16:40:00,,unknown,PACAEMBU AUTOPEÇAS LTDA,PACAEMBU IAI ,SC - ITAJAI,201749030,SEM CONTINGENCIA,Não,2021-11-16 16:40:00,,unassigned,new,Novo,Performance
cd908195-254c-4cd3-accd-701d49c49c76, , , ,cd908195-254c-4cd3-accd-701d49c49c76,,,JOB - ABERTURA ALERTA NO ALERT MANAGER,pacaembu-iai-fw-019,pacaembu-iai-fw-019 - A Latência da interface UOL - wan excedeu o valor do 100,performance,low,,,,,,1637091600,,,,2021-11-16 16:40:00,,unknown,PACAEMBU AUTOPEÇAS LTDA,PACAEMBU IAI ,SC - ITAJAI,201749030,SEM CONTINGENCIA,Não,2021-11-16 16:40:00,,unassigned,new,Novo,Performance
773b4032-63ee-4887-b977-2ad594f927b2, , , ,773b4032-63ee-4887-b977-2ad594f927b2,,,JOB - ABERTURA ALERTA NO ALERT MANAGER,RT_REG-MA01,RT_REG-MA01 - A Latência da interface SD_CHECK_INTERNET - OL_MPLS excedeu o valor do 100,performance,low,,,,,,1637090402,,,,2021-11-16 16:20:02,,unknown,POSTAL SAUDE - CAIXA DE ASSISTENCIA E SAUDE DOS EMPREGADOS DOS CORREIOS,SAO_LUIS_MA/IP/05925 ,MA - São Luís,202183360,FILIAL,Não,2021-11-16 16:20:02,,unassigned,new,Novo,Performance
5899d17d-f00e-4de2-b8f2-99bb79d51cf5, , , ,5899d17d-f00e-4de2-b8f2-99bb79d51cf5,,,JOB - ABERTURA ALERTA NO ALERT MANAGER,PR13-SAO_GONCALO,PR13-SAO_GONCALO - Link acusou mais de 70% de utilização de banda,performance,low,,,,,,1637088902,,,,2021-11-16 15:55:02,,unknown,FUNDO ESPECIAL DA PROCURADORIA GERAL DO ESTADO DO RIO DE JANEIRO,PR13-SAO_GONCALO_SGO/IP/13551 ,RJ - São Gonçalo,202182022,FILIAL,Não,2021-11-16 15:55:02,,unassigned,new,Novo,Performance
23c56bba-7489-47e7-a769-e10bae549fa6, , , ,23c56bba-7489-47e7-a769-e10bae549fa6,,,JOB - ABERTURA ALERTA NO ALERT MANAGER,tegma-bre-dc-hafw-1,tegma-bre-dc-hafw-1 - Link acusou mais de 70% de utilização de banda,performance,low,,,,,,1637088002,,,,2021-11-16 15:40:02,,unknown,TEGMA GESTAO LOGISTICA S A,BRE - ALOG / DC Equinix ,SP - Barueri,202165365,SDE,Não,2021-11-16 15:40:02,,unassigned,new,Novo,Performance
4c50a1fc-0ff9-4ad0-a531-20ca46a5baf9, , , ,4c50a1fc-0ff9-4ad0-a531-20ca46a5baf9,,,JOB - ABERTURA ALERTA NO ALERT MANAGER,tegma-sbo-ncl-fw-1,tegma-sbo-ncl-fw-1 - Link acusou mais de 70% de utilização de banda,performance,low,,,,,,1637087400,,,,2021-11-16 15:30:00,,unknown,TEGMA GESTAO LOGISTICA S A,NICOLA ,SP - São Bernardo do Campo,202174605,SDE,Não,2021-11-16 15:30:00,,unassigned,new,Novo,Performance
5daebdfe-9426-4e2e-8184-035d28e9497e, , , ,5daebdfe-9426-4e2e-8184-035d28e9497e,,,JOB - ABERTURA ALERTA NO ALERT MANAGER,pacaembu-spo-hafw-c,pacaembu-spo-hafw-c - Link acusou mais de 70% de utilização de banda,performance,low,,,,,,1637084100,,,,2021-11-16 14:35:00,,unknown,PACAEMBU AUTOPEÇAS LTDA,PACAEMBU SPO ,SP - SAO PAULO,201749058,DUPLA ABORDAGEM,Não,2021-11-16 14:35:00,,unassigned,new,Novo,Performance
9471aa68-6c0b-4b9d-a3ac-ea6ff61b645f, , , ,9471aa68-6c0b-4b9d-a3ac-ea6ff61b645f,,,JOB - ABERTURA ALERTA NO ALERT MANAGER,pacaembu-lda-fw-013,pacaembu-lda-fw-013 - A Latência da interface UOL - lan3 excedeu o valor do 100,performance,low,,,,,,1637083202,,,,2021-11-16 14:20:02,,unknown,PACAEMBU AUTOPEÇAS LTDA,PACAEMBU LDA ,PR - LONDRINA,201749028,SEM CONTINGENCIA,Não,2021-11-16 14:20:02,,unassigned,new,Novo,Performance
14ad07b4-ee17-4474-9c01-bf7bfdf91aed, , , ,14ad07b4-ee17-4474-9c01-bf7bfdf91aed,,,JOB - ABERTURA ALERTA NO ALERT MANAGER,pacaembu-lda-fw-013,pacaembu-lda-fw-013 - A Latência da interface UOL - wan excedeu o valor do 100,performance,low,,,,,,1637083202,,,,2021-11-16 14:20:02,,unknown,PACAEMBU AUTOPEÇAS LTDA,PACAEMBU LDA ,PR - LONDRINA,201749028,SEM CONTINGENCIA,Não,2021-11-16 14:20:02,,unassigned,new,Novo,Performance
63b23ddf-50d2-4aef-a09b-0ec1e431e33b, , , ,63b23ddf-50d2-4aef-a09b-0ec1e431e33b,,,JOB - ABERTURA ALERTA NO ALERT MANAGER,greal-spo-hafw-c,greal-spo-hafw-c - Link acusou mais de 70% de utilização de banda,performance,low,,,,,,1637080200,,,,2021-11-16 13:30:00,,unknown,REAL MOTO PECAS LTDA,SAOPAULO ,SP - São Paulo,202171308,DADOS,Não,2021-11-16 13:30:00,,unassigned,new,Novo,Performance
8d7be8d3-013f-4257-8627-8a47218fedcf, , , ,8d7be8d3-013f-4257-8627-8a47218fedcf,,,JOB - ABERTURA ALERTA NO ALERT MANAGER,tegma-sbo-mro-fw-1,tegma-sbo-mro-fw-1 - Link acusou mais de 70% de utilização de banda,performance,low,,,,,,1637077801,,,,2021-11-16 12:50:01,,unknown,TEGMA GESTAO LOGISTICA S A,MIRO ,SP - São Bernardo do Campo,202174604,SDE,Não,2021-11-16 12:50:01,,unassigned,new,Novo,Performance
64c31293-a96f-48e1-a3af-8a7add389801, , , ,64c31293-a96f-48e1-a3af-8a7add389801,,,JOB - ABERTURA ALERTA NO ALERT MANAGER,greal-sbo-hafw-c,greal-sbo-hafw-c - Link acusou mais de 70% de utilização de banda,performance,low,,,,,,1637077500,,,,2021-11-16 12:45:00,,unknown,REAL MOTO PECAS LTDA,SAOBERNARDO ,SP - São Bernardo do Campo,202171321,DADOS,Não,2021-11-16 12:45:00,,unassigned,new,Novo,Performance
