Cidade,Cliente,ClienteId,CodigoPrimesys,Description,Estado,Location,Operadora,PrimeId,SerialName,Servico,Solucao,Tecnologia,TipoNegocio,TipoServico
Belo Horizonte,CONDOMINIO DO SHOPPING CENTER DE BELO HORIZINTE,155265.0000000,MULT,,MG,,,MULT#SDW-VELO-COND-SHOPPING_BH-GER#00,,SDWAN - VELOCLOUD,202041325,VELOCLOUD,LOJA,SDWAN
Ribeirão Preto,CONDOMINIO DO SHOPPING CENTER RIBEIRAO PRETO,155266.0000000,MULT,,SP,,,MULT#SDW-VELO-COND-SHOPPING_RIBEIRAO_PRETO-GER#00,,SDWAN - VELOCLOUD,202041326,VELOCLOUD,LOJA,SDWAN
São Paulo,CONDOMINIO JARDIM ANALIA FRANCO,155273.0000000,MULT,,SP,,,MULT#SDW-VELO-COND-JARDIM_ANALIA_FRANCO-GER#00,,SDWAN - VELOCLOUD,202041327,VELOCLOUD,LOJA,SDWAN
Curitiba,CONDOMINIO PARKSHOPPING BARIGUI,155267.0000000,MULT,,PR,,,MULT#SDW-VELO-COND-PARKSHOP_CPE-GER#00,,SDWAN - VELOCLOUD,202041328,VELOCLOUD,LOJA,SDWAN
Belo Horizonte,CONDOMINIO SAVASSI,155268.0000000,MULT,,MG,,,MULT#SDW-VELO-COND_SAVASSI-GER#00,,SDWAN - VELOCLOUD,202041329,VELOCLOUD,LOJA,SDWAN
Belo Horizonte,CONSORCIO MTS BR,155269.0000000,MULT,,MG,,,MULT#SDW-VELO-COND-MTS_DIAMONT-GER#00,,SDWAN - VELOCLOUD,202041330,VELOCLOUD,LOJA,SDWAN
Canoas,CONSORCIO PARKSHOPPING CANOAS,155270.0000000,MULT,,RS,,,MULT#SDW-VELO-COND-PARKSHOPPING_CANOAS-GER#00,,SDWAN - VELOCLOUD,202041331,VELOCLOUD,LOJA,SDWAN
São Caetano do Sul,CONSORCIO SHOPPING SÃO CAETANO,155274.0000000,MULT,,SP,,,MULT#SDW-VELO-COND-SHOPPING_SÃO_CAETANO-GER#00,,SDWAN - VELOCLOUD,202041332,VELOCLOUD,LOJA,SDWAN
São Paulo,CONSORCIO SHOPPING VILA OLIMPIA,155275.0000000,MULT,,SP,,,MULT#SDW-VELO-COND-SHOPPING_VILA_OLIMPIA-GER#00,,SDWAN - VELOCLOUD,202041333,VELOCLOUD,LOJA,SDWAN
Porto Alegre,SUB CONDOMINIO SHOPPINHG CENTER BARRASHOPPING SUL,155271.0000000,MULT,,RS,,,MULT#SDW-VELO-SUBCOND-SHOPPINHG_BARRA-GER#00,,SDWAN - VELOCLOUD,202041334,VELOCLOUD,LOJA,SDWAN
Jundiaí,SUBCONDOMINIO SHOPPING CENTER JUNDIAI SHOPPING,155272.0000000,MULT,,SP,,,MULT#SDW-VELO-SUBCOND-SHOPPING_JUNDIAI-GER#00,,SDWAN - VELOCLOUD,202041335,VELOCLOUD,LOJA,SDWAN
São Paulo,SHOPPING MORUMBI,155276.0000000,MULT,,SP,,,MULT#SDW-VELO-COND-SHOPPING_MORUMBI-GER#00,,SDWAN - VELOCLOUD,202041336,VELOCLOUD,LOJA,SDWAN
Ribeirão Preto,CONDOMINIO CIVIL PRO INDIVISIO DO SHOPPING SANTA URSULA,155262.0000000,MULT,,SP,,,MULT#SDW-VELO-COND-SHOPPING-SANTA_URSULA-GER#00,,SDWAN - VELOCLOUD,202041337,VELOCLOUD,LOJA,SDWAN
Brasília,CONDOMINIO DO PARKSHOPPING,155263.0000000,MULT,,DF,,,MULT#SDW-VELO-COND-PARKSHOPPING_GUARA-GER#00,,SDWAN - VELOCLOUD,202041338,VELOCLOUD,LOJA,SDWAN
Limeira,GERDAU AÇOS LONGOS S A,155325.0000000,GERD,,SP,,,GERD#SDWAN-VELO-LIMEIRA#01,,SDWAN - VELOCLOUD,202041362,VELOCLOUD,BAIXO,SDWAN
Londrina,GERDAU AÇOS LONGOS S A,155326.0000000,GERD,,PR,,,GERD#SDWAN-VELO-LONDRINA#01,,SDWAN - VELOCLOUD,202041363,VELOCLOUD,BAIXO,SDWAN
Maceió,GERDAU AÇOS LONGOS S A,155327.0000000,GERD,,AL,,,GERD#SDWAN-VELO-MACEIO#01,,SDWAN - VELOCLOUD,202041364,VELOCLOUD,BAIXO,SDWAN
Maringá,GERDAU AÇOS LONGOS S A,155328.0000000,GERD,,PR,,,GERD#SDWAN-VELO-MARINGA#01,,SDWAN - VELOCLOUD,202041365,VELOCLOUD,BAIXO,SDWAN
Mossoró,GERDAU AÇOS LONGOS S A,155329.0000000,GERD,,RN,,,GERD#SDWAN-VELO-MOSSORO#01,,SDWAN - VELOCLOUD,202041366,VELOCLOUD,BAIXO,SDWAN
Natal,GERDAU AÇOS LONGOS S A,155330.0000000,GERD,,RN,,,GERD#SDWAN-VELO-NATAL#01,,SDWAN - VELOCLOUD,202041367,VELOCLOUD,BAIXO,SDWAN
Novo Hamburgo,GERDAU AÇOS LONGOS S A,155331.0000000,GERD,,RS,,,GERD#SDWAN-VELO-NOVO_HAMBURGO#01,,SDWAN - VELOCLOUD,202041368,VELOCLOUD,BAIXO,SDWAN
Palmas,GERDAU AÇOS LONGOS S A,155332.0000000,GERD,,TO,,,GERD#SDWAN-VELO-PALMA#01,,SDWAN - VELOCLOUD,202041369,VELOCLOUD,BAIXO,SDWAN
Panambi,GERDAU AÇOS LONGOS S A,155333.0000000,GERD,,RS,,,GERD#SDWAN-VELO-PANAMBI#01,,SDWAN - VELOCLOUD,202041370,VELOCLOUD,BAIXO,SDWAN
Passo Fundo,GERDAU AÇOS LONGOS S A,155334.0000000,GERD,,RS,,,GERD#SDWAN-VELO-PASSO_FUNDO#01,,SDWAN - VELOCLOUD,202041371,VELOCLOUD,BAIXO,SDWAN
Pato Branco,GERDAU AÇOS LONGOS S A,155335.0000000,GERD,,PR,,,GERD#SDWAN-VELO-PATO_BRANCO#01,,SDWAN - VELOCLOUD,202041372,VELOCLOUD,BAIXO,SDWAN
Pelotas,GERDAU AÇOS LONGOS S A,155336.0000000,GERD,,RS,,,GERD#SDWAN-VELO-PELOTAS#01,,SDWAN - VELOCLOUD,202041373,VELOCLOUD,BAIXO,SDWAN
Ponta Grossa,GERDAU AÇOS LONGOS S A,155337.0000000,GERD,,PR,,,GERD#SDWAN-VELO-PONTA_GROSSA#01,,SDWAN - VELOCLOUD,202041374,VELOCLOUD,BAIXO,SDWAN
Porto Velho,GERDAU AÇOS LONGOS S A,155338.0000000,GERD,,RO,,,GERD#SDWAN-VELO-PORTO_VELHO#01,,SDWAN - VELOCLOUD,202041375,VELOCLOUD,BAIXO,SDWAN
Presidente Prudente,GERDAU AÇOS LONGOS S A,155339.0000000,GERD,,SP,,,GERD#SDWAN-VELO-PRESIDENTE_PRUDENTE#01,,SDWAN - VELOCLOUD,202041376,VELOCLOUD,BAIXO,SDWAN
Recife,GERDAU AÇOS LONGOS S A,155340.0000000,GERD,,PE,,,GERD#SDWAN-VELO-RECIFE#01,,SDWAN - VELOCLOUD,202041377,VELOCLOUD,BAIXO,SDWAN
São José do Rio Preto,GERDAU AÇOS LONGOS S A,155341.0000000,GERD,,SP,,,GERD#SDWAN-VELO-SJRP#01,,SDWAN - VELOCLOUD,202041378,VELOCLOUD,BAIXO,SDWAN
São Gonçalo,GERDAU AÇOS LONGOS S A,155342.0000000,GERD,,RJ,,,GERD#SDWAN-VELO-RJO_NEVES#01,,SDWAN - VELOCLOUD,202041379,VELOCLOUD,BAIXO,SDWAN
Rio Verde,GERDAU AÇOS LONGOS S A,155343.0000000,GERD,,GO,,,GERD#SDWAN-VELO-RIO_VERDE#01,,SDWAN - VELOCLOUD,202041380,VELOCLOUD,BAIXO,SDWAN
São Luís,GERDAU AÇOS LONGOS S A,155344.0000000,GERD,,MA,,,GERD#SDWAN-VELO-SAO_LUIS#01,,SDWAN - VELOCLOUD,202041381,VELOCLOUD,BAIXO,SDWAN
São Leopoldo,GERDAU AÇOS LONGOS S A,155345.0000000,GERD,,RS,,,GERD#SDWAN-VELO-SAO_LEOPOLDO#01,,SDWAN - VELOCLOUD,202041382,VELOCLOUD,BAIXO,SDWAN
Sinop,GERDAU AÇOS LONGOS S A,155346.0000000,GERD,,MT,,,GERD#SDWAN-VELO-SINOP#01,,SDWAN - VELOCLOUD,202041383,VELOCLOUD,BAIXO,SDWAN
Sorocaba,GERDAU AÇOS LONGOS S A,155347.0000000,GERD,,SP,,,GERD#SDWAN-VELO-SOROCABA#01,,SDWAN - VELOCLOUD,202041384,VELOCLOUD,BAIXO,SDWAN
Teresina,GERDAU AÇOS LONGOS S A,155348.0000000,GERD,,PI,,,GERD#SDWAN-VELO-TERESINA#01,,SDWAN - VELOCLOUD,202041385,VELOCLOUD,BAIXO,SDWAN
Brasília,GERDAU AÇOS LONGOS S A,155349.0000000,GERD,,DF,,,GERD#SDWAN-VELO-BRASILIA#01,,SDWAN - VELOCLOUD,202041386,VELOCLOUD,BAIXO,SDWAN
São José,GERDAU AÇOS LONGOS S A,155350.0000000,GERD,,SC,,,GERD#SDWAN-VELO-FLORIANOPOLIS#01,,SDWAN - VELOCLOUD,202041387,VELOCLOUD,BAIXO,SDWAN
Aparecida de Goiânia,GERDAU AÇOS LONGOS S A,155351.0000000,GERD,,GO,,,GERD#SDWAN-VELO-GOIANIA#01,,SDWAN - VELOCLOUD,202041388,VELOCLOUD,BAIXO,SDWAN
Lages,GERDAU AÇOS LONGOS S A,155352.0000000,GERD,,SC,,,GERD#SDWAN-VELO-LAGES#01,,SDWAN - VELOCLOUD,202041389,VELOCLOUD,BAIXO,SDWAN
Rio do Sul,GERDAU AÇOS LONGOS S A,155353.0000000,GERD,,SC,,,GERD#SDWAN-VELO-RIO_SUL#01,,SDWAN - VELOCLOUD,202041390,VELOCLOUD,BAIXO,SDWAN
Divinópolis,GERDAU AÇOS LONGOS S A,155354.0000000,GERD,,MG,,,GERD#SDWAN-VELO-DIVINOPOLIS#01,,SDWAN - VELOCLOUD,202041391,VELOCLOUD,BAIXO,SDWAN
Hortolândia,GERDAU AÇOS LONGOS S A,155355.0000000,GERD,,SP,,,GERD#SDWAN-VELO-HORTOLANDIA#01,,SDWAN - VELOCLOUD,202041392,VELOCLOUD,ALTO,SDWAN
Itajaí,SUPERGASBRAS ENERGIA LTDA,152684.0000000,OMNI,,SC,,,SDWAN#SUPERGASBRAS_ITAJAI_DEPOSITO#00,,SDWAN - VELOCLOUD,202042818,VELOCLOUD,SDWAN,SDWAN
Paulínia,SUPERGASBRAS ENERGIA LTDA,152645.0000000,OMNI,,SP,,,SDWAN#SUPERGASBRAS_PAULÍNIA1#00,,SDWAN - VELOCLOUD,202043363,VELOCLOUD,SDWAN,SDWAN
Gurupi,SUPERGASBRAS ENERGIA LTDA,152682.0000000,OMNI,,TO,,,SDWAN#SUPERGASBRAS_GURUPI_DEPOSITO#00,,SDWAN - VELOCLOUD,202043364,VELOCLOUD,SDWAN,SDWAN
Maceió,MINASGAS S/A INDUSTRIA E COMERCIO,152698.0000000,OMNI,,AL,,,SDWAN#MINASGAS_MACEIÓ_DEPOSITO#00,,SDWAN - VELOCLOUD,202043750,VELOCLOUD,SDWAN,SDWAN
Hortolândia,GERDAU AÇOS LONGOS SA,157246.0000000,GERD,ra097139.igs.gerd,SP,,,GERD#GERDAU_HORTOLANDIA-GER#00,ra097139.igs.gerd,GRC,202043846,MPLS,ALTO,MPLS
Itabirito,GERDAU AÇOS LONGOS SA,157388.0000000,GERD,ra096323.igs.gerd,MG,,,GERD#GERDAU_MINAVARZEA_BALANCA-GER#00,ra096323.igs.gerd,GRC,202043997,MPLS,DADOS,DADOS
Ouro Branco,GERDAU ACOMINAS S A,157430.0000000,GERD,ra096324.igs.gerd,MG,,,GERD#GERDAU_ACOMINAS_OURO_BRANCO-GER#00,ra096324.igs.gerd,GRC,202044033,MPLS,ALTO,MPLS
Barueri,GERDAU AÇOS LONGOS SA,157431.0000000,GERD,ra096325.igs.gerd,SP,,,GERD#GERDAU_BARUERI_EQUINIX-GER#00,ra096325.igs.gerd,GRC,202044034,MPLS,ALTO,MPLS
São Paulo,GERDAU ACOMINAS S A,157432.0000000,GERD,ra097158.igs.gerd,SP,,,GERD#GERDAU_ESCRITORIO_SP-GER#00,ra097158.igs.gerd,GRC,202044035,MPLS,ALTO,MPLS
Sapucaia do Sul,GERDAU AÇOS LONGOS SA,157434.0000000,GERD,ra096327.igs.gerd,RS,,,GERD#GERDAU_SIDERURGICA_GRANDENSE-GER#00,ra096327.igs.gerd,GRC,202044037,MPLS,ALTO,MPLS
Pindamonhangaba,GERDAU S A,157435.0000000,GERD,ra096328.igs.gerd,SP,,,GERD#GERDAU_AEB_PINDA_GER#00,ra096328.igs.gerd,GRC,202044038,MPLS,ALTO,MPLS
Rio de Janeiro,GERDAU ACOMINAS S A,157436.0000000,GERD,ra096329.igs.gerd,RJ,,,GERD#GERDAU_COSIGUA-GER#00,ra096329.igs.gerd,GRC,202044039,MPLS,ALTO,MPLS
Charqueadas,GERDAU S A,157437.0000000,GERD,ra096330.igs.gerd,RS,,,GERD#GERDAU_ACOS_ESPECIAIS_GER#00,ra096330.igs.gerd,GRC,202044040,MPLS,ALTO,MPLS
São Paulo,GERDAU AÇOS LONGOS SA,157438.0000000,GERD,ra096331.igs.gerd,SP,,,GERD#GERDAU_ARMAFER_SPO-GER#00,ra096331.igs.gerd,GRC,202044041,MPLS,MEDIO,MPLS
Aparecida de Goiânia,GERDAU AÇOS LONGOS SA,157439.0000000,GERD,ra096332.igs.gerd,GO,,,GERD#GERDAU_ARMAFER_GOIAS-GER#00,ra096332.igs.gerd,GRC,202044042,MPLS,MEDIO,MPLS
Contagem,GERDAU AÇOS LONGOS SA,157440.0000000,GERD,ra096333.igs.gerd,MG,,,GERD#GERDAU_ARMAFER_MG-GER#00,ra096333.igs.gerd,GRC,202044043,MPLS,MEDIO,MPLS
Rio de Janeiro,GERDAU AÇOS LONGOS SA,157441.0000000,GERD,ra096346.igs.gerd,RJ,,,GERD#GERDAU_ARMAFER_RJO-GER#00,ra096346.igs.gerd,GRC,202044044,MPLS,MEDIO,MPLS
São Caetano do Sul,GERDAU AÇOS LONGOS SA,157596.0000000,GERD,ra096348.igs.gerd,SP,,,GERD#GERDAU_CENTRO_SCAETANO-GER#00,ra096348.igs.gerd,GRC,202044216,MPLS,MEDIO,MPLS
Recife,GERDAU ACOMINAS S A,157597.0000000,GERD,ra096349.igs.gerd,PE,,,GERD#GERDAU_ACONORTE-GER#00,ra096349.igs.gerd,GRC,202044217,MPLS,ALTO,MPLS
Divinópolis,GERDAU ACOMINAS S A,157598.0000000,GERD,ra096350.igs.gerd,MG,,,GERD#GERDAU_DIVINOPOLIS-GER#00,ra096350.igs.gerd,GRC,202044218,MPLS,MEDIO,MPLS
São José dos Campos,GERDAU AÇOS LONGOS SA,157599.0000000,GERD,ra096352.igs.gerd,SP,,,GERD#GERDAU_SAO_JOSE_CAMPOS-GER#00,ra096352.igs.gerd,GRC,202044219,MPLS,MEDIO,MPLS
Simões Filho,GERDAU AÇOS LONGOS SA,157600.0000000,GERD,ra096353.igs.gerd,BA,,,GERD#GERDAU_USIBA-GER#00,ra096353.igs.gerd,GRC,202044220,MPLS,MEDIO,MPLS
Maracanaú,GERDAU ACOMINAS S A,157601.0000000,GERD,ra096354.igs.gerd,CE,,,GERD#GERDAU_CEARENSE-GER#00,ra096354.igs.gerd,GRC,202044221,MPLS,ALTO,MPLS
Porto Alegre,GERDAU ACOMINAS S A,157595.0000000,GERD,ra096357.igs.gerd,RS,,,GERD#GERDAU_CORTE-D-PORTOALEGRE-GER#00,ra096357.igs.gerd,GRC,202044223,MPLS,DADOS,DADOS
Araçariguama,GERDAU AÇOS LONGOS SA,157602.0000000,GERD,ra096351.igs.gerd,SP,,,GERD#GERDAU_ARACARIGUAMA-GER#00,ra096351.igs.gerd,GRC,202044224,MPLS,ALTO,MPLS
Miguel Burnier,GERDAU AÇOS LONGOS SA,157603.0000000,GERD,ra096604.igs.gerd,MG,,,GERD#GERDAU_MIGUEL_BURNIER-GER#00,ra096604.igs.gerd,GRC,202044225,MPLS,MEDIO,MPLS
Cabo de Santo Agostinho,GERDAU AÇOS LONGOS SA,157842.0000000,GERD,ra096358.igs.gerd,PE,,,GERD#GERDAU_ARMAFER_PERNAMBUCO-GER#00,ra096358.igs.gerd,GRC,202044525,MPLS,MEDIO,MPLS
Tijucas,GERDAU AÇOS LONGOS SA,157843.0000000,GERD,ra096359.igs.gerd,SC,,,GERD#GERDAU_ARMAFER_SANTACATARINA-GER#00,ra096359.igs.gerd,GRC,202044526,MPLS,MEDIO,MPLS
Itabirito,GERDAU AÇOS LONGOS SA,157844.0000000,GERD,ra096360.igs.gerd,MG,,,GERD#GERDAU_MINA_VARZEA_DO_LOPES-GER#00,ra096360.igs.gerd,GRC,202044527,MPLS,MEDIO,MPLS
Vitória,GERDAU ACOMINAS S A,157845.0000000,GERD,ra096361.igs.gerd,ES,,,GERD#GERDAU_PORTO_VITORIA-GER#00,ra096361.igs.gerd,GRC,202044528,MPLS,MEDIO,MPLS
Sete Lagoas,GERDAU AÇOS LONGOS SA,157846.0000000,GERD,ra096362.igs.gerd,MG,,,GERD#GERDAU_SETE_LAGOAS-GER#00,ra096362.igs.gerd,GRC,202044529,MPLS,MEDIO,MPLS
Barão de Cocais,GERDAU AÇOS LONGOS SA,157847.0000000,GERD,ra096363.igs.gerd,MG,,,GERD#GERDAU_BARAO_DE_COCAIS-GER#00,ra096363.igs.gerd,GRC,202044530,MPLS,MEDIO,MPLS
Cotia,GERDAU AÇOS LONGOS SA,157852.0000000,GERD,ra096364.igs.gerd,SP,,,GERD#GERDAU_COTIA-GER#00,ra096364.igs.gerd,GRC,202044531,MPLS,MEDIO,MPLS
Araucária,GERDAU AÇOS LONGOS SA,157848.0000000,GERD,ra096365.igs.gerd,PR,,,GERD#GERDAU_GUAIRA_ARAUCARIA-GER#00,ra096365.igs.gerd,GRC,202044532,MPLS,MEDIO,MPLS
Mogi das Cruzes,GERDAU S A,157849.0000000,GERD,ra096366.igs.gerd,SP,,,GERD#GERDAU_AEB_MOGI-GER#00,ra096366.igs.gerd,GRC,202044533,MPLS,MEDIO,MPLS
Guarulhos,GERDAU AÇOS LONGOS SA,157850.0000000,GERD,ra096367.igs.gerd,SP,,,GERD#GERDAU_CUMBICA_TELAS-GER#00,ra096367.igs.gerd,GRC,202044534,MPLS,MEDIO,MPLS
Salvador,ICATU SEGUROS S.A,159548.0000000,ICATU,,BA,,,ICAT#SDW-VELO-SDR#00,,SDWAN - VELOCLOUD,202046758,VELOCLOUD,ABORDAGEM SIMPLES,SDWAN
Recife,ICATU SEGUROS S.A,159551.0000000,ICATU,,PE,,,ICAT#SDW-VELO-RCE#00,,SDWAN - VELOCLOUD,202046760,VELOCLOUD,ABORDAGEM SIMPLES,SDWAN
Salvador,GIRANDO COMERCIO DE PECAS LTDA,161097.0000000,ROLEMAR,,BA,,,ROLEMAR#SDW-VELO¿SDR-GER#00,,SDWAN - VELOCLOUD,202048744,VELOCLOUD,SDWAN,SDWAN
Ananindeua,GIRANDO COMERCIO DE PECAS LTDA,161101.0000000,ROLEMAR,,PA,,,ROLE#SDW-VELO-ANANINDEUA-GER#00,,SDWAN - VELOCLOUD,202048745,VELOCLOUD,SDWAN,SDWAN
Campinas,GIRANDO COMERCIO DE PECAS LTDA,161094.0000000,ROLEMAR,,SP,,,ROLE#SDW-VELO-CAS-GER#00,,SDWAN - VELOCLOUD,202048746,VELOCLOUD,SDWAN,SDWAN
Cascavel,GIRANDO COMERCIO DE PECAS LTDA,161091.0000000,ROLEMAR,,PR,,,ROLE#SDW-VELO-CSC-GER#00,,SDWAN - VELOCLOUD,202048747,VELOCLOUD,SDWAN,SDWAN
Contagem,GIRANDO COMERCIO DE PECAS LTDA,161098.0000000,ROLEMAR,,MG,,,ROLE#SDW-VELO-CONTAGEM-GER#00,,SDWAN - VELOCLOUD,202048748,VELOCLOUD,SDWAN,SDWAN
Curitiba,GIRANDO COMERCIO DE PECAS LTDA,161092.0000000,ROLEMAR,,PR,,,ROLE#SDW-VELO-CTA-GER#00,,SDWAN - VELOCLOUD,202048749,VELOCLOUD,SDWAN,SDWAN
Joinville,GIRANDO COMERCIO DE PECAS LTDA,161096.0000000,ROLEMAR,,SC,,,ROLE#SDW-VELO-JOINVILLE-GER#00,,SDWAN - VELOCLOUD,202048750,VELOCLOUD,SDWAN,SDWAN
Londrina,GIRANDO COMERCIO DE PECAS LTDA,161093.0000000,ROLEMAR,,PR,,,ROLE#SDW-VELO-LDA-GER#00,,SDWAN - VELOCLOUD,202048751,VELOCLOUD,SDWAN,SDWAN
Marília,GIRANDO COMERCIO DE PECAS LTDA,161095.0000000,ROLEMAR,,SP,,,ROLE#SDW-VELO-MARILIA-GER#00,,SDWAN - VELOCLOUD,202048752,VELOCLOUD,SDWAN,SDWAN
Porto Alegre,GIRANDO COMERCIO DE PECAS LTDA,161100.0000000,ROLEMAR,,RS,,,ROLE#SDW-VELO-PAE-GER#00,,SDWAN - VELOCLOUD,202048753,VELOCLOUD,SDWAN,SDWAN
Recife,GIRANDO COMERCIO DE PECAS LTDA,161102.0000000,ROLEMAR,,PE,,,ROLE#SDW-VELO-RCE-GER#00,,SDWAN - VELOCLOUD,202048754,VELOCLOUD,SDWAN,SDWAN
São Paulo,GIRANDO COMERCIO DE PECAS LTDA,161090.0000000,ROLEMAR,,SP,,,ROLE#SDW-VELO-SP-GER#00,,SDWAN - VELOCLOUD,202048755,VELOCLOUD,SDWAN,SDWAN
Uberlândia,GIRANDO COMERCIO DE PECAS LTDA,161099.0000000,ROLEMAR,,MG,,,ROLEMAR#SDW-VELO¿UBERLANDIA-GER#00,,SDWAN - VELOCLOUD,202048756,VELOCLOUD,SDWAN,SDWAN
Aracaju,LIBERTY SEGUROS S/A,162942.0000000,LIBERTY,,SE,,,LIBERTY#SDW-VELO-ARACAJU-GER#00,,SDWAN - VELOCLOUD,202050743,VELOCLOUD,SDWAN,SDWAN
Araçatuba,LIBERTY SEGUROS S/A,162960.0000000,LIBERTY,,SP,,,LIBERTY#SDW-VELO-ARACATUBA-GER#00,,SDWAN - VELOCLOUD,202050745,VELOCLOUD,SDWAN,SDWAN
Bauru,LIBERTY SEGUROS S/A,162962.0000000,LIBERTY,,SP,,,LIBERTY#SDW-VELO-BAURU-GER#00,,SDWAN - VELOCLOUD,202050749,VELOCLOUD,SDWAN,SDWAN
Belém,LIBERTY SEGUROS S/A,162859.0000000,LIBERTY,,PA,,,LIBERTY#SDW-VELO-BELEM-GER#00,,SDWAN - VELOCLOUD,202050751,VELOCLOUD,SDWAN,SDWAN
Blumenau,LIBERTY SEGUROS S/A,162880.0000000,LIBERTY,,SC,,,LIBERTY#SDW-VELO-BLUMENAU-GER#00,,SDWAN - VELOCLOUD,202050753,VELOCLOUD,SDWAN,SDWAN
Brasília,LIBERTY SEGUROS S/A,162861.0000000,LIBERTY,,DF,,,LIBERTY#SDW-VELO-BRASILIA-GER#00,,SDWAN - VELOCLOUD,202050755,VELOCLOUD,SDWAN,SDWAN
Campinas,LIBERTY SEGUROS S/A,162956.0000000,LIBERTY,,SP,,,LIBERTY#SDW-VELO-CAMPINAS-GER#00,,SDWAN - VELOCLOUD,202050758,VELOCLOUD,SDWAN,SDWAN
Campo Grande,LIBERTY SEGUROS S/A,162867.0000000,LIBERTY,,MS,,,LIBERTY#SDW-VELO-CAMPO_GRANDE-GER#00,,SDWAN - VELOCLOUD,202050760,VELOCLOUD,SDWAN,SDWAN
Campos dos Goytacazes,LIBERTY SEGUROS S/A,162972.0000000,LIBERTY,,RJ,,,LIBERTY#SDW-VELO-CAMPOS_GOYTACAZES-GER#00,,SDWAN - VELOCLOUD,202050762,VELOCLOUD,SDWAN,SDWAN
Cascavel,LIBERTY SEGUROS S/A,162870.0000000,LIBERTY,,PR,,,LIBERTY#SDW-VELO-CASCAVEL-GER#00,,SDWAN - VELOCLOUD,202050765,VELOCLOUD,SDWAN,SDWAN
Caxias do Sul,LIBERTY SEGUROS S/A,162892.0000000,LIBERTY,,RS,,,LIBERTY#SDW-VELO-CAXIAS_SUL-GER#00,,SDWAN - VELOCLOUD,202050767,VELOCLOUD,SDWAN,SDWAN
Chapecó,LIBERTY SEGUROS S/A,162886.0000000,LIBERTY,,SC,,,LIBERTY#SDW-VELO-CHAPECO-GER#00,,SDWAN - VELOCLOUD,202050769,VELOCLOUD,SDWAN,SDWAN
Criciúma,LIBERTY SEGUROS S/A,162878.0000000,LIBERTY,,SC,,,LIBERTY#SDW-VELO-CRICIUMA-GER#00,,SDWAN - VELOCLOUD,202050771,VELOCLOUD,SDWAN,SDWAN
Cuiabá,LIBERTY SEGUROS S/A,162865.0000000,LIBERTY,,MT,,,LIBERTY#SDW-VELO-CUIABA-GER#00,,SDWAN - VELOCLOUD,202050773,VELOCLOUD,SDWAN,SDWAN
Curitiba,LIBERTY SEGUROS S/A,162951.0000000,LIBERTY,,PR,,,LIBERTY#SDW-VELO-CURITIBA_BATEL-GER#00,,SDWAN - VELOCLOUD,202050775,VELOCLOUD,SDWAN,SDWAN
São Paulo,LIBERTY SEGUROS S/A,162904.0000000,LIBERTY,,SP,,,LIBERTY#SDW-VELO-DATACENTER_DIVEO-GER#00,,SDWAN - VELOCLOUD,202050776,VELOCLOUD,SDWAN,SDWAN
Feira de Santana,LIBERTY SEGUROS S/A,162939.0000000,LIBERTY,,BA,,,LIBERTY#SDW-VELO-FEIRA_SANTANA-GER#00,,SDWAN - VELOCLOUD,202050777,VELOCLOUD,SDWAN,SDWAN
Florianópolis,LIBERTY SEGUROS S/A,162876.0000000,LIBERTY,,SC,,,LIBERTY#SDW-VELO-FLORIANÓPOLIS-GER#00,,SDWAN - VELOCLOUD,202050779,VELOCLOUD,SDWAN,SDWAN
Fortaleza,LIBERTY SEGUROS S/A,162945.0000000,LIBERTY,,CE,,,LIBERTY#SDW-VELO-FORTALEZA-GER#00,,SDWAN - VELOCLOUD,202050781,VELOCLOUD,SDWAN,SDWAN
Belo Horizonte,LIBERTY SEGUROS S/A,162974.0000000,LIBERTY,,MG,,,LIBERTY#SDW-VELO-FUNCIONÁRIOS-GER#00,,SDWAN - VELOCLOUD,202050785,VELOCLOUD,SDWAN,SDWAN
Goiânia,LIBERTY SEGUROS S/A,162863.0000000,LIBERTY,,GO,,,LIBERTY#SDW-VELO-GOIANIA-GER#00,,SDWAN - VELOCLOUD,202050787,VELOCLOUD,SDWAN,SDWAN
São Paulo,LIBERTY SEGUROS S/A,162902.0000000,LIBERTY,,SP,,,LIBERTY#SDW-VELO-INDINÓPOLIS-GER#00,,SDWAN - VELOCLOUD,202050789,VELOCLOUD,SDWAN,SDWAN
Ipatinga,LIBERTY SEGUROS S/A,162981.0000000,LIBERTY,,MG,,,LIBERTY#SDW-VELO-IPATINGA-GER#00,,SDWAN - VELOCLOUD,202050791,VELOCLOUD,SDWAN,SDWAN
João Pessoa,LIBERTY SEGUROS S/A,162857.0000000,LIBERTY,,PB,,,LIBERTY#SDW-VELO-JOÃO_PESSOA-GER#00,,SDWAN - VELOCLOUD,202050797,VELOCLOUD,SDWAN,SDWAN
Joinville,LIBERTY SEGUROS S/A,162882.0000000,LIBERTY,,SC,,,LIBERTY#SDW-VELO-JOINVILE-GER#00,,SDWAN - VELOCLOUD,202050799,VELOCLOUD,SDWAN,SDWAN
Juiz de Fora,LIBERTY SEGUROS S/A,162847.0000000,LIBERTY,,MG,,,LIBERTY#SDW-VELO-JUIZ_FORA-GER#00,,SDWAN - VELOCLOUD,202050801,VELOCLOUD,SDWAN,SDWAN
