"_key",templateName,thresholdDuration,thresholdIndex,thresholdMessage,thresholdMetric,thresholdSeverityCode,thresholdType,thresholdValue
60ca2698b24da96913130855,"Template FORTINET",10,"vpn-025-w2-w2","Quantidade de sessões na interface %thresholdIndex% excedeu o valor de %thresholdValue%",session,1,">",50
60ca2698b24da96913130856,"Template FORTINET",10,"vpn-025-w2-w1","Quantidade de sessões na interface %thresholdIndex% excedeu o valor de %thresholdValue%",session,1,">",50
60ca2698b24da96913130857,"Template FORTINET",10,"vpn-025-w1-w3","Quantidade de sessões na interface %thresholdIndex% excedeu o valor de %thresholdValue%",session,1,">",50
60ca2698b24da96913130858,"Template FORTINET",10,"vpn-025-w1-w2","Quantidade de sessões na interface %thresholdIndex% excedeu o valor de %thresholdValue%",session,1,">",50
60ca2698b24da96913130859,"Template FORTINET",10,"vpn-025-w1-w1","Quantidade de sessões na interface %thresholdIndex% excedeu o valor de %thresholdValue%",session,1,">",50
60ca2698b24da9691313085a,"Template FORTINET",10,"vpn-014-w2-w3","Quantidade de sessões na interface %thresholdIndex% excedeu o valor de %thresholdValue%",session,1,">",50
60ca2698b24da9691313085b,"Template FORTINET",10,"vpn-014-w2-w2","Quantidade de sessões na interface %thresholdIndex% excedeu o valor de %thresholdValue%",session,1,">",50
60ca2698b24da9691313085c,"Template FORTINET",10,"vpn-014-w2-w1","Quantidade de sessões na interface %thresholdIndex% excedeu o valor de %thresholdValue%",session,1,">",50
60ca2698b24da9691313085d,"Template FORTINET",10,"vpn-014-w1-w3","Quantidade de sessões na interface %thresholdIndex% excedeu o valor de %thresholdValue%",session,1,">",50
60ca2698b24da9691313085e,"Template FORTINET",10,"vpn-014-w1-w2","Quantidade de sessões na interface %thresholdIndex% excedeu o valor de %thresholdValue%",session,1,">",50
60ca2698b24da9691313085f,"Template FORTINET",10,"vpn-014-w1-w1","Quantidade de sessões na interface %thresholdIndex% excedeu o valor de %thresholdValue%",session,1,">",50
60ca2698b24da96913130860,"Template FORTINET",10,port9,"Quantidade de sessões na interface %thresholdIndex% excedeu o valor de %thresholdValue%",session,1,">",50
60ca2699b24da96913130861,"Template FORTINET",10,port3,"Quantidade de sessões na interface %thresholdIndex% excedeu o valor de %thresholdValue%",session,1,">",50
60ca2699b24da96913130862,"Template FORTINET",10,port1,"Quantidade de sessões na interface %thresholdIndex% excedeu o valor de %thresholdValue%",session,1,">",50
60ca2699b24da96913130863,"Template FORTINET",10,"Transito-IBM","Quantidade de sessões na interface %thresholdIndex% excedeu o valor de %thresholdValue%",session,1,">",50
60ca2699b24da96913130864,"Template FORTINET",10,"SD_WAN_2","Quantidade de sessões na interface %thresholdIndex% excedeu o valor de %thresholdValue%",session,1,">",50
60ca2699b24da96913130865,"Template FORTINET",10,"SD_WAN_1","Quantidade de sessões na interface %thresholdIndex% excedeu o valor de %thresholdValue%",session,1,">",50
60ca2699b24da96913130866,"Template FORTINET",10,"SD_MPLS_2","Quantidade de sessões na interface %thresholdIndex% excedeu o valor de %thresholdValue%",session,1,">",50
60ca2699b24da96913130867,"Template FORTINET",10,"SD_MPLS_1","Quantidade de sessões na interface %thresholdIndex% excedeu o valor de %thresholdValue%",session,1,">",50
60ca2699b24da96913130868,"Template FORTINET",10,"Link-WAN-T9","Quantidade de sessões na interface %thresholdIndex% excedeu o valor de %thresholdValue%",session,1,">",50
60ca2699b24da96913130869,"Template FORTINET",10,"Link-WAN-T1","Quantidade de sessões na interface %thresholdIndex% excedeu o valor de %thresholdValue%",session,1,">",50
60ca2699b24da9691313086a,"Template FORTINET",10,"","Link acusou mais de %thresholdValue%% de utilização de banda","bandwidth_perc_1m",4,">",70
60ca2699b24da9691313086b,"Template FORTINET",10,StandAlone,"Erro de coleta no equipamento ","HA-STATUS",4,"=","erro de coleta"
60ca2699b24da9691313086c,"Template FORTINET",10,StandAlone,"Equipamento com status disable","HA-STATUS",3,"=",enable
60ca2699b24da9691313086d,"Template FORTINET",10,"Primário","Equipamento HA primário com status diferente de ENABLE","HA-STATUS",4,"<>",enable
60ca2699b24da9691313086e,"Template FORTINET",10,"Secundário","Equipamento HA secundário com status diferente de ENABLE","HA-STATUS",4,"<>",enable
60ca269ab24da9691313086f,"Template FORTINET",10,"Check_GW_Nicola - L2L-2","A Latência da interface %thresholdIndex% excedeu o valor do %thresholdValue%",latency,4,">",100
60ca269ab24da96913130870,"Template FORTINET",10,"Check_GW_Nicola - L2L-2","A perda de pacotes da interface %thresholdIndex% excedeu o valor do %thresholdValue%%","packet_loss_percent",4,">",1
60ca269ab24da96913130871,"Template FORTINET",10,"Check_GW_Nicola - L2L-2","O Jitter da interface %thresholdIndex% excedeu o valor de %thresholdValue%",jitter,4,">",100
60ca269ab24da96913130872,"Template FORTINET",10,"Check_HUB - VPN-L2L","A Latência da interface %thresholdIndex% excedeu o valor do %thresholdValue%",latency,4,">",100
60ca269ab24da96913130873,"Template FORTINET",10,"Check_HUB - VPN-L2L","A perda de pacotes da interface %thresholdIndex% excedeu o valor do %thresholdValue%%","packet_loss_percent",4,">",1
60ca269ab24da96913130874,"Template FORTINET",10,"Check_HUB - VPN-L2L","O Jitter da interface %thresholdIndex% excedeu o valor de %thresholdValue%",jitter,4,">",100
60ca269ab24da96913130875,"Template FORTINET",10,"Check_HUB - VPNIW1O1","A Latência da interface %thresholdIndex% excedeu o valor do %thresholdValue%",latency,4,">",100
60ca269ab24da96913130876,"Template FORTINET",10,"Check_HUB - VPNIW1O1","A perda de pacotes da interface %thresholdIndex% excedeu o valor do %thresholdValue%%","packet_loss_percent",4,">",1
60ca269ab24da96913130877,"Template FORTINET",10,"Check_HUB - VPNIW1O1","O Jitter da interface %thresholdIndex% excedeu o valor de %thresholdValue%",jitter,4,">",100
60ca269ab24da96913130878,"Template FORTINET",10,"Check_INTERNET - Internet_GVT","A Latência da interface %thresholdIndex% excedeu o valor do %thresholdValue%",latency,4,">",100
60ca269ab24da96913130879,"Template FORTINET",10,"Check_INTERNET - Internet_GVT","A perda de pacotes da interface %thresholdIndex% excedeu o valor do %thresholdValue%%","packet_loss_percent",4,">",1
60ca269ab24da9691313087a,"Template FORTINET",10,"Check_INTERNET - Internet_GVT","O Jitter da interface %thresholdIndex% excedeu o valor de %thresholdValue%",jitter,4,">",100
60ca269bb24da9691313087b,"Template FORTINET",10,"Check_INTERNET - L2L-1","A Latência da interface %thresholdIndex% excedeu o valor do %thresholdValue%",latency,4,">",100
60ca269bb24da9691313087c,"Template FORTINET",10,"Check_INTERNET - L2L-1","A perda de pacotes da interface %thresholdIndex% excedeu o valor do %thresholdValue%%","packet_loss_percent",4,">",1
60ca269bb24da9691313087d,"Template FORTINET",10,"Check_INTERNET - L2L-1","O Jitter da interface %thresholdIndex% excedeu o valor de %thresholdValue%",jitter,4,">",100
60ca269bb24da9691313087e,"Template FORTINET",10,"Check_INTERNET - L2L-2","A Latência da interface %thresholdIndex% excedeu o valor do %thresholdValue%",latency,4,">",100
60ca269bb24da9691313087f,"Template FORTINET",10,"Check_INTERNET - L2L-2","A perda de pacotes da interface %thresholdIndex% excedeu o valor do %thresholdValue%%","packet_loss_percent",4,">",1
60ca269bb24da96913130880,"Template FORTINET",10,"Check_INTERNET - L2L-2","O Jitter da interface %thresholdIndex% excedeu o valor de %thresholdValue%",jitter,4,">",100
60ca269bb24da96913130881,"Template FORTINET",10,"Check_INTERNET - VPN-L2L","A Latência da interface %thresholdIndex% excedeu o valor do %thresholdValue%",latency,4,">",100
60ca269bb24da96913130882,"Template FORTINET",10,"Check_INTERNET - VPN-L2L","A perda de pacotes da interface %thresholdIndex% excedeu o valor do %thresholdValue%%","packet_loss_percent",4,">",1
60ca269bb24da96913130883,"Template FORTINET",10,"Check_INTERNET - VPN-L2L","O Jitter da interface %thresholdIndex% excedeu o valor de %thresholdValue%",jitter,4,">",100
60ca269bb24da96913130884,"Template FORTINET",10,"Check_INTERNET - wan","A Latência da interface %thresholdIndex% excedeu o valor do %thresholdValue%",latency,4,">",100
60ca269bb24da96913130885,"Template FORTINET",10,"Check_INTERNET - wan","A perda de pacotes da interface %thresholdIndex% excedeu o valor do %thresholdValue%%","packet_loss_percent",4,">",1
60ca269bb24da96913130886,"Template FORTINET",10,"Check_INTERNET - wan","O Jitter da interface %thresholdIndex% excedeu o valor de %thresholdValue%",jitter,4,">",100
60ca269bb24da96913130887,"Template FORTINET",10,"Check_RT_DC - Internet_GVT","A Latência da interface %thresholdIndex% excedeu o valor do %thresholdValue%",latency,4,">",100
60ca269bb24da96913130888,"Template FORTINET",10,"Check_RT_DC - Internet_GVT","A perda de pacotes da interface %thresholdIndex% excedeu o valor do %thresholdValue%%","packet_loss_percent",4,">",1
60ca269bb24da96913130889,"Template FORTINET",10,"Check_RT_DC - Internet_GVT","O Jitter da interface %thresholdIndex% excedeu o valor de %thresholdValue%",jitter,4,">",100
60ca269bb24da9691313088a,"Template FORTINET",10,"Check_RT_DC - L2L-1","A Latência da interface %thresholdIndex% excedeu o valor do %thresholdValue%",latency,4,">",100
60ca269bb24da9691313088b,"Template FORTINET",10,"Check_RT_DC - L2L-1","A perda de pacotes da interface %thresholdIndex% excedeu o valor do %thresholdValue%%","packet_loss_percent",4,">",1
60ca269cb24da9691313088c,"Template FORTINET",10,"Check_RT_DC - L2L-1","O Jitter da interface %thresholdIndex% excedeu o valor de %thresholdValue%",jitter,4,">",100
60ca269cb24da9691313088d,"Template FORTINET",10,"Check_RT_DC - VPN-L2L","A Latência da interface %thresholdIndex% excedeu o valor do %thresholdValue%",latency,4,">",100
60ca269cb24da9691313088e,"Template FORTINET",10,"Check_RT_DC - VPN-L2L","A perda de pacotes da interface %thresholdIndex% excedeu o valor do %thresholdValue%%","packet_loss_percent",4,">",1
60ca269cb24da9691313088f,"Template FORTINET",10,"Check_RT_DC - VPN-L2L","O Jitter da interface %thresholdIndex% excedeu o valor de %thresholdValue%",jitter,4,">",100
60ca269cb24da96913130890,"Template FORTINET",10,"DNS - Link-Wan-1","A Latência da interface %thresholdIndex% excedeu o valor do %thresholdValue%",latency,4,">",100
60ca269cb24da96913130891,"Template FORTINET",10,"DNS - Link-Wan-1","A perda de pacotes da interface %thresholdIndex% excedeu o valor do %thresholdValue%%","packet_loss_percent",4,">",1
60ca269cb24da96913130892,"Template FORTINET",10,"DNS - Link-Wan-1","O Jitter da interface %thresholdIndex% excedeu o valor de %thresholdValue%",jitter,4,">",100
60ca269cb24da96913130893,"Template FORTINET",10,"Default_DNS - Link-WAN-T1","A Latência da interface %thresholdIndex% excedeu o valor do %thresholdValue%",latency,4,">",100
60ca269cb24da96913130894,"Template FORTINET",10,"Default_DNS - Link-WAN-T1","A perda de pacotes da interface %thresholdIndex% excedeu o valor do %thresholdValue%%","packet_loss_percent",4,">",1
60ca269cb24da96913130895,"Template FORTINET",10,"Default_DNS - Link-WAN-T1","O Jitter da interface %thresholdIndex% excedeu o valor de %thresholdValue%",jitter,4,">",100
60ca269cb24da96913130896,"Template FORTINET",10,"Default_DNS - Link-WAN-T9","A Latência da interface %thresholdIndex% excedeu o valor do %thresholdValue%",latency,4,">",100
60ca269cb24da96913130897,"Template FORTINET",10,"Default_DNS - Link-WAN-T9","A perda de pacotes da interface %thresholdIndex% excedeu o valor do %thresholdValue%%","packet_loss_percent",4,">",1
60ca269cb24da96913130898,"Template FORTINET",10,"Default_DNS - Link-WAN-T9","O Jitter da interface %thresholdIndex% excedeu o valor de %thresholdValue%",jitter,4,">",100
60ca269cb24da96913130899,"Template FORTINET",10,"Google - internal1","A Latência da interface %thresholdIndex% excedeu o valor do %thresholdValue%",latency,4,">",100
60ca269cb24da9691313089a,"Template FORTINET",10,"Google - internal1","A perda de pacotes da interface %thresholdIndex% excedeu o valor do %thresholdValue%%","packet_loss_percent",4,">",1
60ca269cb24da9691313089b,"Template FORTINET",10,"Google - internal1","O Jitter da interface %thresholdIndex% excedeu o valor de %thresholdValue%",jitter,4,">",100
60ca269db24da9691313089c,"Template FORTINET",10,"Google - internal2","A Latência da interface %thresholdIndex% excedeu o valor do %thresholdValue%",latency,4,">",100
60ca269db24da9691313089d,"Template FORTINET",10,"Google - internal2","A perda de pacotes da interface %thresholdIndex% excedeu o valor do %thresholdValue%%","packet_loss_percent",4,">",1
60ca269db24da9691313089e,"Template FORTINET",10,"Google - internal2","O Jitter da interface %thresholdIndex% excedeu o valor de %thresholdValue%",jitter,4,">",100
60ca269db24da9691313089f,"Template FORTINET",10,"Google - lan3","A Latência da interface %thresholdIndex% excedeu o valor do %thresholdValue%",latency,4,">",100
60ca269db24da969131308a0,"Template FORTINET",10,"Google - lan3","A perda de pacotes da interface %thresholdIndex% excedeu o valor do %thresholdValue%%","packet_loss_percent",4,">",1
60ca269db24da969131308a1,"Template FORTINET",10,"Google - lan3","O Jitter da interface %thresholdIndex% excedeu o valor de %thresholdValue%",jitter,4,">",100
60ca269db24da969131308a2,"Template FORTINET",10,"Google - port1","A Latência da interface %thresholdIndex% excedeu o valor do %thresholdValue%",latency,4,">",100
60ca269db24da969131308a3,"Template FORTINET",10,"Google - port1","A perda de pacotes da interface %thresholdIndex% excedeu o valor do %thresholdValue%%","packet_loss_percent",4,">",1
60ca269db24da969131308a4,"Template FORTINET",10,"Google - port1","O Jitter da interface %thresholdIndex% excedeu o valor de %thresholdValue%",jitter,4,">",100
60ca269db24da969131308a5,"Template FORTINET",10,"Google - port3","A Latência da interface %thresholdIndex% excedeu o valor do %thresholdValue%",latency,4,">",100
60ca269db24da969131308a6,"Template FORTINET",10,"Google - port3","A perda de pacotes da interface %thresholdIndex% excedeu o valor do %thresholdValue%%","packet_loss_percent",4,">",1
60ca269db24da969131308a7,"Template FORTINET",10,"Google - port3","O Jitter da interface %thresholdIndex% excedeu o valor de %thresholdValue%",jitter,4,">",100
60ca269eb24da969131308a8,"Template FORTINET",10,"Google - port9","A Latência da interface %thresholdIndex% excedeu o valor do %thresholdValue%",latency,4,">",100
60ca269eb24da969131308a9,"Template FORTINET",10,"Google - port9","A perda de pacotes da interface %thresholdIndex% excedeu o valor do %thresholdValue%%","packet_loss_percent",4,">",1
60ca269eb24da969131308aa,"Template FORTINET",10,"Google - port9","O Jitter da interface %thresholdIndex% excedeu o valor de %thresholdValue%",jitter,4,">",100
60ca269eb24da969131308ab,"Template FORTINET",10,"Google - wan1","A Latência da interface %thresholdIndex% excedeu o valor do %thresholdValue%",latency,4,">",100
60ca269eb24da969131308ac,"Template FORTINET",10,"Google - wan1","A perda de pacotes da interface %thresholdIndex% excedeu o valor do %thresholdValue%%","packet_loss_percent",4,">",1
60ca269eb24da969131308ad,"Template FORTINET",10,"Google - wan1","O Jitter da interface %thresholdIndex% excedeu o valor de %thresholdValue%",jitter,4,">",100
60ca269eb24da969131308ae,"Template FORTINET",10,"Google - wan","A Latência da interface %thresholdIndex% excedeu o valor do %thresholdValue%",latency,4,">",100
60ca269eb24da969131308af,"Template FORTINET",10,"Google - wan","A perda de pacotes da interface %thresholdIndex% excedeu o valor do %thresholdValue%%","packet_loss_percent",4,">",1
60ca269eb24da969131308b0,"Template FORTINET",10,"Google - wan","O Jitter da interface %thresholdIndex% excedeu o valor de %thresholdValue%",jitter,4,">",100
60ca269eb24da969131308b1,"Template FORTINET",10,"IPSLA_VPN_MPLS_1 - SDWAN_MPLS_1","A Latência da interface %thresholdIndex% excedeu o valor do %thresholdValue%",latency,4,">",100
60ca269eb24da969131308b2,"Template FORTINET",10,"IPSLA_VPN_MPLS_1 - SDWAN_MPLS_1","A perda de pacotes da interface %thresholdIndex% excedeu o valor do %thresholdValue%%","packet_loss_percent",4,">",1
60ca269eb24da969131308b3,"Template FORTINET",10,"IPSLA_VPN_MPLS_1 - SDWAN_MPLS_1","O Jitter da interface %thresholdIndex% excedeu o valor de %thresholdValue%",jitter,4,">",100
60ca269eb24da969131308b4,"Template FORTINET",10,"IPSLA_VPN_MPLS_2 - SDWAN_MPLS_2","A Latência da interface %thresholdIndex% excedeu o valor do %thresholdValue%",latency,4,">",100
60ca269eb24da969131308b5,"Template FORTINET",10,"IPSLA_VPN_MPLS_2 - SDWAN_MPLS_2","A perda de pacotes da interface %thresholdIndex% excedeu o valor do %thresholdValue%%","packet_loss_percent",4,">",1
60ca269eb24da969131308b6,"Template FORTINET",10,"IPSLA_VPN_MPLS_2 - SDWAN_MPLS_2","O Jitter da interface %thresholdIndex% excedeu o valor de %thresholdValue%",jitter,4,">",100
60ca269eb24da969131308b7,"Template FORTINET",10,"IPSLA_VPN_WAN_1 - SDWAN_WAN_1","A Latência da interface %thresholdIndex% excedeu o valor do %thresholdValue%",latency,4,">",100
60ca269fb24da969131308b8,"Template FORTINET",10,"IPSLA_VPN_WAN_1 - SDWAN_WAN_1","A perda de pacotes da interface %thresholdIndex% excedeu o valor do %thresholdValue%%","packet_loss_percent",4,">",1
60ca269fb24da969131308b9,"Template FORTINET",10,"IPSLA_VPN_WAN_1 - SDWAN_WAN_1","O Jitter da interface %thresholdIndex% excedeu o valor de %thresholdValue%",jitter,4,">",100
60ca269fb24da969131308ba,"Template FORTINET",10,"IPSLA_VPN_WAN_2 - SDWAN_WAN_2","A Latência da interface %thresholdIndex% excedeu o valor do %thresholdValue%",latency,4,">",100
60ca269fb24da969131308bb,"Template FORTINET",10,"IPSLA_VPN_WAN_2 - SDWAN_WAN_2","A perda de pacotes da interface %thresholdIndex% excedeu o valor do %thresholdValue%%","packet_loss_percent",4,">",1
60ca269fb24da969131308bc,"Template FORTINET",10,"IPSLA_VPN_WAN_2 - SDWAN_WAN_2","O Jitter da interface %thresholdIndex% excedeu o valor de %thresholdValue%",jitter,4,">",100
60ca269fb24da969131308bd,"Template FORTINET",10,"Monitora PE WAN1 - port1","A Latência da interface %thresholdIndex% excedeu o valor do %thresholdValue%",latency,4,">",100
60ca269fb24da969131308be,"Template FORTINET",10,"Monitora PE WAN1 - port1","A perda de pacotes da interface %thresholdIndex% excedeu o valor do %thresholdValue%%","packet_loss_percent",4,">",1
60ca269fb24da969131308bf,"Template FORTINET",10,"Monitora PE WAN1 - port1","O Jitter da interface %thresholdIndex% excedeu o valor de %thresholdValue%",jitter,4,">",100
60ca269fb24da969131308c0,"Template FORTINET",10,"Monitora PE WAN1 - wan","A Latência da interface %thresholdIndex% excedeu o valor do %thresholdValue%",latency,4,">",100
60ca269fb24da969131308c1,"Template FORTINET",10,"Monitora PE WAN1 - wan","A perda de pacotes da interface %thresholdIndex% excedeu o valor do %thresholdValue%%","packet_loss_percent",4,">",1
60ca269fb24da969131308c2,"Template FORTINET",10,"Monitora PE WAN1 - wan","O Jitter da interface %thresholdIndex% excedeu o valor de %thresholdValue%",jitter,4,">",100
60ca269fb24da969131308c3,"Template FORTINET",10,"Monitora PE WAN2 - port9","A Latência da interface %thresholdIndex% excedeu o valor do %thresholdValue%",latency,4,">",100
60ca269fb24da969131308c4,"Template FORTINET",10,"Monitora PE WAN2 - port9","A perda de pacotes da interface %thresholdIndex% excedeu o valor do %thresholdValue%%","packet_loss_percent",4,">",1
60ca269fb24da969131308c5,"Template FORTINET",10,"Monitora PE WAN2 - port9","O Jitter da interface %thresholdIndex% excedeu o valor de %thresholdValue%",jitter,4,">",100
60ca269fb24da969131308c6,"Template FORTINET",10,"NTP - port1","A Latência da interface %thresholdIndex% excedeu o valor do %thresholdValue%",latency,4,">",100
60ca269fb24da969131308c7,"Template FORTINET",10,"NTP - port1","A perda de pacotes da interface %thresholdIndex% excedeu o valor do %thresholdValue%%","packet_loss_percent",4,">",1
60ca269fb24da969131308c8,"Template FORTINET",10,"NTP - port1","O Jitter da interface %thresholdIndex% excedeu o valor de %thresholdValue%",jitter,4,">",100
60ca269fb24da969131308c9,"Template FORTINET",10,"NTP - port3","A Latência da interface %thresholdIndex% excedeu o valor do %thresholdValue%",latency,4,">",100
60ca26a0b24da969131308ca,"Template FORTINET",10,"NTP - port3","A perda de pacotes da interface %thresholdIndex% excedeu o valor do %thresholdValue%%","packet_loss_percent",4,">",1
60ca26a0b24da969131308cb,"Template FORTINET",10,"NTP - port3","O Jitter da interface %thresholdIndex% excedeu o valor de %thresholdValue%",jitter,4,">",100
60ca26a0b24da969131308cc,"Template FORTINET",10,"NTP - port9","A Latência da interface %thresholdIndex% excedeu o valor do %thresholdValue%",latency,4,">",100
60ca26a0b24da969131308cd,"Template FORTINET",10,"NTP - port9","A perda de pacotes da interface %thresholdIndex% excedeu o valor do %thresholdValue%%","packet_loss_percent",4,">",1
60ca26a0b24da969131308ce,"Template FORTINET",10,"NTP - port9","O Jitter da interface %thresholdIndex% excedeu o valor de %thresholdValue%",jitter,4,">",100
60ca26a0b24da969131308cf,"Template FORTINET",10,"OpenDNS - internal1","A Latência da interface %thresholdIndex% excedeu o valor do %thresholdValue%",latency,4,">",100
60ca26a0b24da969131308d0,"Template FORTINET",10,"OpenDNS - internal1","A perda de pacotes da interface %thresholdIndex% excedeu o valor do %thresholdValue%%","packet_loss_percent",4,">",1
60ca26a0b24da969131308d1,"Template FORTINET",10,"OpenDNS - internal1","O Jitter da interface %thresholdIndex% excedeu o valor de %thresholdValue%",jitter,4,">",100
60ca26a0b24da969131308d2,"Template FORTINET",10,"OpenDNS - internal2","A Latência da interface %thresholdIndex% excedeu o valor do %thresholdValue%",latency,4,">",100
60ca26a0b24da969131308d3,"Template FORTINET",10,"OpenDNS - internal2","A perda de pacotes da interface %thresholdIndex% excedeu o valor do %thresholdValue%%","packet_loss_percent",4,">",1
60ca26a0b24da969131308d4,"Template FORTINET",10,"OpenDNS - internal2","O Jitter da interface %thresholdIndex% excedeu o valor de %thresholdValue%",jitter,4,">",100
60ca26a0b24da969131308d5,"Template FORTINET",10,"OpenDNS - wan1","A Latência da interface %thresholdIndex% excedeu o valor do %thresholdValue%",latency,4,">",100
60ca26a0b24da969131308d6,"Template FORTINET",10,"OpenDNS - wan1","A perda de pacotes da interface %thresholdIndex% excedeu o valor do %thresholdValue%%","packet_loss_percent",4,">",1
60ca26a0b24da969131308d7,"Template FORTINET",10,"OpenDNS - wan1","O Jitter da interface %thresholdIndex% excedeu o valor de %thresholdValue%",jitter,4,">",100
60ca26a0b24da969131308d8,"Template FORTINET",10,"SLA_Matriz - vpn-003-w1-w1","A Latência da interface %thresholdIndex% excedeu o valor do %thresholdValue%",latency,4,">",100
60ca26a0b24da969131308d9,"Template FORTINET",10,"SLA_Matriz - vpn-003-w1-w1","A perda de pacotes da interface %thresholdIndex% excedeu o valor do %thresholdValue%%","packet_loss_percent",4,">",1
60ca26a1b24da969131308da,"Template FORTINET",10,"SLA_Matriz - vpn-003-w1-w1","O Jitter da interface %thresholdIndex% excedeu o valor de %thresholdValue%",jitter,4,">",100
60ca26a1b24da969131308db,"Template FORTINET",10,"SLA_Matriz - vpn-003-w1-w2","A Latência da interface %thresholdIndex% excedeu o valor do %thresholdValue%",latency,4,">",100
60ca26a1b24da969131308dc,"Template FORTINET",10,"SLA_Matriz - vpn-003-w1-w2","A perda de pacotes da interface %thresholdIndex% excedeu o valor do %thresholdValue%%","packet_loss_percent",4,">",1
60ca26a1b24da969131308dd,"Template FORTINET",10,"SLA_Matriz - vpn-003-w1-w2","O Jitter da interface %thresholdIndex% excedeu o valor de %thresholdValue%",jitter,4,">",100
60ca26a1b24da969131308de,"Template FORTINET",10,"SLA_Matriz - vpn-003-w1-w3","A Latência da interface %thresholdIndex% excedeu o valor do %thresholdValue%",latency,4,">",100
60ca26a1b24da969131308df,"Template FORTINET",10,"SLA_Matriz - vpn-003-w1-w3","A perda de pacotes da interface %thresholdIndex% excedeu o valor do %thresholdValue%%","packet_loss_percent",4,">",1
60ca26a1b24da969131308e0,"Template FORTINET",10,"SLA_Matriz - vpn-003-w1-w3","O Jitter da interface %thresholdIndex% excedeu o valor de %thresholdValue%",jitter,4,">",100
60ca26a1b24da969131308e1,"Template FORTINET",10,"SLA_Matriz - vpn-003-w2-w1","A Latência da interface %thresholdIndex% excedeu o valor do %thresholdValue%",latency,4,">",100
60ca26a1b24da969131308e2,"Template FORTINET",10,"SLA_Matriz - vpn-003-w2-w1","A perda de pacotes da interface %thresholdIndex% excedeu o valor do %thresholdValue%%","packet_loss_percent",4,">",1
60ca26a1b24da969131308e3,"Template FORTINET",10,"SLA_Matriz - vpn-003-w2-w1","O Jitter da interface %thresholdIndex% excedeu o valor de %thresholdValue%",jitter,4,">",100
60ca26a1b24da969131308e4,"Template FORTINET",10,"SLA_Matriz - vpn-003-w2-w2","A Latência da interface %thresholdIndex% excedeu o valor do %thresholdValue%",latency,4,">",100
60ca26a1b24da969131308e5,"Template FORTINET",10,"SLA_Matriz - vpn-003-w2-w2","A perda de pacotes da interface %thresholdIndex% excedeu o valor do %thresholdValue%%","packet_loss_percent",4,">",1
60ca26a1b24da969131308e6,"Template FORTINET",10,"SLA_Matriz - vpn-003-w2-w2","O Jitter da interface %thresholdIndex% excedeu o valor de %thresholdValue%",jitter,4,">",100
60ca26a1b24da969131308e7,"Template FORTINET",10,"SLA_Matriz - vpn-003-w2-w3","A Latência da interface %thresholdIndex% excedeu o valor do %thresholdValue%",latency,4,">",100
60ca26a1b24da969131308e8,"Template FORTINET",10,"SLA_Matriz - vpn-003-w2-w3","A perda de pacotes da interface %thresholdIndex% excedeu o valor do %thresholdValue%%","packet_loss_percent",4,">",1
60ca26a1b24da969131308e9,"Template FORTINET",10,"SLA_Matriz - vpn-003-w2-w3","O Jitter da interface %thresholdIndex% excedeu o valor de %thresholdValue%",jitter,4,">",100
60ca26a1b24da969131308ea,"Template FORTINET",10,"SLA_Matriz - vpn-004-w1-w1","A Latência da interface %thresholdIndex% excedeu o valor do %thresholdValue%",latency,4,">",100
60ca26a2b24da969131308eb,"Template FORTINET",10,"SLA_Matriz - vpn-004-w1-w1","A perda de pacotes da interface %thresholdIndex% excedeu o valor do %thresholdValue%%","packet_loss_percent",4,">",1
60ca26a2b24da969131308ec,"Template FORTINET",10,"SLA_Matriz - vpn-004-w1-w1","O Jitter da interface %thresholdIndex% excedeu o valor de %thresholdValue%",jitter,4,">",100
60ca26a2b24da969131308ed,"Template FORTINET",10,"SLA_Matriz - vpn-004-w1-w2","A Latência da interface %thresholdIndex% excedeu o valor do %thresholdValue%",latency,4,">",100
60ca26a2b24da969131308ee,"Template FORTINET",10,"SLA_Matriz - vpn-004-w1-w2","A perda de pacotes da interface %thresholdIndex% excedeu o valor do %thresholdValue%%","packet_loss_percent",4,">",1
60ca26a2b24da969131308ef,"Template FORTINET",10,"SLA_Matriz - vpn-004-w1-w2","O Jitter da interface %thresholdIndex% excedeu o valor de %thresholdValue%",jitter,4,">",100
60ca26a2b24da969131308f0,"Template FORTINET",10,"SLA_Matriz - vpn-004-w1-w3","A Latência da interface %thresholdIndex% excedeu o valor do %thresholdValue%",latency,4,">",100
60ca26a2b24da969131308f1,"Template FORTINET",10,"SLA_Matriz - vpn-004-w1-w3","A perda de pacotes da interface %thresholdIndex% excedeu o valor do %thresholdValue%%","packet_loss_percent",4,">",1
60ca26a2b24da969131308f2,"Template FORTINET",10,"SLA_Matriz - vpn-004-w1-w3","O Jitter da interface %thresholdIndex% excedeu o valor de %thresholdValue%",jitter,4,">",100
60ca26a2b24da969131308f3,"Template FORTINET",10,"SLA_Matriz - vpn-004-w2-w1","A Latência da interface %thresholdIndex% excedeu o valor do %thresholdValue%",latency,4,">",100
60ca26a2b24da969131308f4,"Template FORTINET",10,"SLA_Matriz - vpn-004-w2-w1","A perda de pacotes da interface %thresholdIndex% excedeu o valor do %thresholdValue%%","packet_loss_percent",4,">",1
60ca26a2b24da969131308f5,"Template FORTINET",10,"SLA_Matriz - vpn-004-w2-w1","O Jitter da interface %thresholdIndex% excedeu o valor de %thresholdValue%",jitter,4,">",100
